Zerg_Hive 25250; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 2635; Zerg_Extractor 2380; Zerg_Creep_Colony 10160; Zerg_Evolution_Chamber 9705; Zerg_Queens_Nest 24080; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 10665; Zerg_Expansion 3555; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 27820; Zerg_Expansion2 10425; Zerg_Lair 4185; Zerg_Ultralisk_Cavern 0; Zerg_Spire 5715; Zerg_Building_Overlord 1360; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening ThreeHatchMuta; Zerg_Spawning_Pool 2915; Zerg_Extractor 2340; Zerg_Creep_Colony 9835; Zerg_Evolution_Chamber 8860; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 11385; Zerg_Expansion 3925; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 4090; Zerg_Lair 4565; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6155; Zerg_Building_Overlord 1535; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 2330; Zerg_Extractor 2720; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 4095; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 10040; Zerg_Lair 5020; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6545; Zerg_Building_Overlord 1435; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 1670; Zerg_Extractor 1990; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 4590; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 7935; Zerg_Lair 5340; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6870; Zerg_Building_Overlord 2310; Zerg_Defiler_Mound 0; 
Zerg_Hive 19190; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3570; Zerg_Extractor 3435; Zerg_Creep_Colony 15320; Zerg_Evolution_Chamber 23515; Zerg_Queens_Nest 18165; Zerg_Sunken_Colony 15715; Zerg_Spore_Colony 24615; Zerg_Expansion 2725; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 21270; Zerg_Expansion2 7055; Zerg_Lair 4885; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6415; Zerg_Building_Overlord 1330; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3750; Zerg_Extractor 3505; Zerg_Creep_Colony 5190; Zerg_Evolution_Chamber 12010; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5570; Zerg_Spore_Colony 12695; Zerg_Expansion 2825; Zerg_Hydralisk_Den 25750; Zerg_Greater_Spire 0; Zerg_Expansion2 7290; Zerg_Lair 5110; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6695; Zerg_Building_Overlord 1440; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 2640; Zerg_Extractor 1590; Zerg_Creep_Colony 11885; Zerg_Evolution_Chamber 9940; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 12515; Zerg_Expansion 4710; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 13900; Zerg_Lair 5200; Zerg_Ultralisk_Cavern 0; Zerg_Spire 7010; Zerg_Building_Overlord 1400; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 1660; Zerg_Extractor 1910; Zerg_Creep_Colony 14410; Zerg_Evolution_Chamber 14000; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 14825; Zerg_Expansion 4145; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 13770; Zerg_Lair 4600; Zerg_Ultralisk_Cavern 0; Zerg_Spire 7300; Zerg_Building_Overlord 2230; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3550; Zerg_Extractor 2985; Zerg_Creep_Colony 9920; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 10315; Zerg_Spore_Colony 0; Zerg_Expansion 2730; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 6935; Zerg_Lair 4845; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6380; Zerg_Building_Overlord 1460; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3385; Zerg_Extractor 2755; Zerg_Creep_Colony 4820; Zerg_Evolution_Chamber 8500; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5215; Zerg_Spore_Colony 9350; Zerg_Expansion 2625; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 17850; Zerg_Lair 4640; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6180; Zerg_Building_Overlord 1340; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3075; Zerg_Extractor 3630; Zerg_Creep_Colony 5210; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5595; Zerg_Spore_Colony 0; Zerg_Expansion 2625; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 4865; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6395; Zerg_Building_Overlord 1335; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3210; Zerg_Extractor 3025; Zerg_Creep_Colony 18300; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 18825; Zerg_Spore_Colony 0; Zerg_Expansion 2530; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 11450; Zerg_Lair 4525; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6210; Zerg_Building_Overlord 1375; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3365; Zerg_Extractor 3090; Zerg_Creep_Colony 14855; Zerg_Evolution_Chamber 14820; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 27655; Zerg_Spore_Colony 15640; Zerg_Expansion 2720; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 9175; Zerg_Lair 4645; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6170; Zerg_Building_Overlord 1425; Zerg_Defiler_Mound 0; 
Zerg_Hive 52640; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3515; Zerg_Extractor 3135; Zerg_Creep_Colony 5060; Zerg_Evolution_Chamber 8490; Zerg_Queens_Nest 51625; Zerg_Sunken_Colony 5445; Zerg_Spore_Colony 10675; Zerg_Expansion 2685; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 54525; Zerg_Expansion2 9555; Zerg_Lair 4805; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6340; Zerg_Building_Overlord 1405; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3244; Zerg_Extractor 2840; Zerg_Creep_Colony 5372; Zerg_Evolution_Chamber 7738; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5750; Zerg_Spore_Colony 8926; Zerg_Expansion 2524; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 7288; Zerg_Lair 4502; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6096; Zerg_Building_Overlord 1324; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3452; Zerg_Extractor 2992; Zerg_Creep_Colony 6828; Zerg_Evolution_Chamber 8076; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 7772; Zerg_Spore_Colony 8954; Zerg_Expansion 2686; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 7700; Zerg_Lair 4730; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6250; Zerg_Building_Overlord 1370; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3570; Zerg_Extractor 3010; Zerg_Creep_Colony 5115; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5525; Zerg_Spore_Colony 0; Zerg_Expansion 2795; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 7110; Zerg_Lair 4815; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6345; Zerg_Building_Overlord 1445; Zerg_Defiler_Mound 0; 
Zerg_Hive 18095; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3430; Zerg_Extractor 3125; Zerg_Creep_Colony 16480; Zerg_Evolution_Chamber 16435; Zerg_Queens_Nest 16810; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 17155; Zerg_Expansion 2725; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 6025; Zerg_Lair 4710; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6280; Zerg_Building_Overlord 1410; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 2590; Zerg_Extractor 2660; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 11105; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 4270; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 8900; Zerg_Lair 5210; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6740; Zerg_Building_Overlord 1385; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 1685; Zerg_Extractor 2085; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 3550; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 8255; Zerg_Lair 5100; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6670; Zerg_Building_Overlord 2320; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 1645; Zerg_Extractor 2040; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 11735; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 3610; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 8495; Zerg_Lair 5045; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6845; Zerg_Building_Overlord 2315; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 2565; Zerg_Extractor 1660; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 3800; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 11350; Zerg_Lair 5485; Zerg_Ultralisk_Cavern 0; Zerg_Spire 7080; Zerg_Building_Overlord 1440; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 2365; Zerg_Extractor 3785; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 3405; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1215; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 1690; Zerg_Extractor 1840; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 4580; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 2290; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 2645; Zerg_Extractor 1625; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 7950; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 3585; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 4015; Zerg_Ultralisk_Cavern 0; Zerg_Spire 5545; Zerg_Building_Overlord 1450; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 2675; Zerg_Extractor 1755; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 4615; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 3965; Zerg_Ultralisk_Cavern 0; Zerg_Spire 5580; Zerg_Building_Overlord 1220; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 4805; Zerg_Extractor 2870; Zerg_Creep_Colony 10345; Zerg_Evolution_Chamber 3900; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 10735; Zerg_Spore_Colony 0; Zerg_Expansion 2625; Zerg_Hydralisk_Den 7165; Zerg_Greater_Spire 0; Zerg_Expansion2 6295; Zerg_Lair 9405; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1455; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraRush; Zerg_Spawning_Pool 3725; Zerg_Extractor 1605; Zerg_Creep_Colony 0; Zerg_Evolution_Chamber 4830; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 3090; Zerg_Hydralisk_Den 5515; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 10915; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1325; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 4360; Zerg_Extractor 6050; Zerg_Creep_Colony 3735; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 8390; Zerg_Spore_Colony 0; Zerg_Expansion 2685; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 6615; Zerg_Lair 10990; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1380; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 3265; Zerg_Extractor 1630; Zerg_Creep_Colony 7325; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 7720; Zerg_Spore_Colony 0; Zerg_Expansion 2810; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 6015; Zerg_Lair 10080; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1445; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraRush; Zerg_Spawning_Pool 3070; Zerg_Extractor 3315; Zerg_Creep_Colony 12755; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 0; Zerg_Spore_Colony 0; Zerg_Expansion 2640; Zerg_Hydralisk_Den 4475; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 12080; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1450; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3195; Zerg_Extractor 1710; Zerg_Creep_Colony 7545; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 8000; Zerg_Spore_Colony 0; Zerg_Expansion 2825; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 7190; Zerg_Lair 5035; Zerg_Ultralisk_Cavern 0; Zerg_Spire 6675; Zerg_Building_Overlord 1530; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Lurker; Zerg_Spawning_Pool 1245; Zerg_Extractor 6995; Zerg_Creep_Colony 2930; Zerg_Evolution_Chamber 14185; Zerg_Queens_Nest 17410; Zerg_Sunken_Colony 3295; Zerg_Spore_Colony 15500; Zerg_Expansion 6240; Zerg_Hydralisk_Den 8750; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 8310; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 2095; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 1675; Zerg_Extractor 2385; Zerg_Creep_Colony 3815; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 4255; Zerg_Spore_Colony 0; Zerg_Expansion 5445; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 9600; Zerg_Ultralisk_Cavern 0; Zerg_Spire 11165; Zerg_Building_Overlord 2145; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening HydraMass; Zerg_Spawning_Pool 4200; Zerg_Extractor 3020; Zerg_Creep_Colony 5555; Zerg_Evolution_Chamber 10755; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 6000; Zerg_Spore_Colony 11635; Zerg_Expansion 2680; Zerg_Hydralisk_Den 8570; Zerg_Greater_Spire 0; Zerg_Expansion2 3910; Zerg_Lair 8290; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1390; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 3860; Zerg_Extractor 2970; Zerg_Creep_Colony 5430; Zerg_Evolution_Chamber 4270; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 5895; Zerg_Spore_Colony 0; Zerg_Expansion 2660; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 12245; Zerg_Lair 6590; Zerg_Ultralisk_Cavern 0; Zerg_Spire 8180; Zerg_Building_Overlord 1460; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening Unknown; Zerg_Spawning_Pool 3080; Zerg_Extractor 4600; Zerg_Creep_Colony 8030; Zerg_Evolution_Chamber 9350; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 8430; Zerg_Spore_Colony 10850; Zerg_Expansion 2635; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 4415; Zerg_Lair 0; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1435; Zerg_Defiler_Mound 0; 
Zerg_Hive 0; Zerg_Opening TwoHatchMuta; Zerg_Spawning_Pool 2650; Zerg_Extractor 1610; Zerg_Creep_Colony 6650; Zerg_Evolution_Chamber 0; Zerg_Queens_Nest 0; Zerg_Sunken_Colony 7060; Zerg_Spore_Colony 0; Zerg_Expansion 4070; Zerg_Hydralisk_Den 0; Zerg_Greater_Spire 0; Zerg_Expansion2 0; Zerg_Lair 4410; Zerg_Ultralisk_Cavern 0; Zerg_Spire 7780; Zerg_Building_Overlord 1445; Zerg_Defiler_Mound 0; 
Zerg_Hive 19310; Zerg_Opening HydraMass; Zerg_Spawning_Pool 3150; Zerg_Extractor 5640; Zerg_Creep_Colony 4130; Zerg_Evolution_Chamber 7790; Zerg_Queens_Nest 18220; Zerg_Sunken_Colony 4540; Zerg_Spore_Colony 16045; Zerg_Expansion 2685; Zerg_Hydralisk_Den 6765; Zerg_Greater_Spire 0; Zerg_Expansion2 5445; Zerg_Lair 13950; Zerg_Ultralisk_Cavern 0; Zerg_Spire 0; Zerg_Building_Overlord 1450; Zerg_Defiler_Mound 0; 
